chr	start	end	strand	name	id
chr13	114144955	114145256	-	DCUN1D2	ENST00000439909.2
chr13	24553698	24553999	+	SPATA13	ENST00000439928.2
chr13	111617800	111618101	+	LINC00431	ENST00000440735.2
chr13	88323463	88323764	-	MIR4500HG	ENST00000441617.5
chr13	46785955	46786256	-	LCP1	ENST00000442275.1
chr13	97600493	97600794	-	TULP3P1	ENST00000442322.2
chr13	50569773	50570074	+	TRIM13	ENST00000442421.5
chr13	23992859	23993160	+	SACS-AS1	ENST00000443092.2
chr13	50656057	50656358	-	DLEU2	ENST00000443587.5
chr13	37573453	37573754	-	ALG5	ENST00000443765.5
chr13	44453775	44454076	-	CCDC122	ENST00000444614.7
chr13	34250810	34251111	-	AL139383.1	ENST00000445227.1
chr13	50935848	50936149	-	RPL34P26	ENST00000445636.1
chr13	46785827	46786128	+	LRRC63	ENST00000446175.5
chr13	113408956	113409257	-	ATP11A-AS1	ENST00000446442.1
chr13	30947985	30948286	-	LINC00426	ENST00000447147.5
chr13	25940242	25940543	-	ELOBP1	ENST00000447693.1
chr13	77526361	77526662	+	ACOD1	ENST00000449753.2
chr13	30160878	30161179	-	SLC7A1	ENST00000450494.1
chr13	36920883	36921184	-	SPART	ENST00000451493.5
chr13	93372177	93372478	-	GPC5-AS1	ENST00000451897.5
chr13	49345013	49345314	+	PSME2P2	ENST00000453033.1
chr13	114239490	114239791	+	TFDP1	ENST00000453989.2
chr13	79980193	79980494	+	RBM26-AS1	ENST00000456602.5
chr13	20138989	20139290	-	CASC4P1	ENST00000456608.1
chr13	64650093	64650394	-	LINC00355	ENST00000456627.1
chr13	19582148	19582449	+	LINC00442	ENST00000456737.1
chr13	49975610	49975911	-	CAB39L	ENST00000457041.5
chr13	25755328	25755629	+	LINC01053	ENST00000457628.1
chr13	101360328	101360629	+	NALCN-AS1	ENST00000457843.1
chr13	114518352	114518653	+	GAS6-AS1	ENST00000458001.2
chr13	111115583	111115884	-	COL4A2-AS2	ENST00000458403.2
chr13	114199819	114200120	+	TMCO3	ENST00000460039.5
chr13	46756288	46756589	-	LCP1	ENST00000460190.1
chr13	99964786	99965087	+	UBAC2	ENST00000460562.5
chr13	76123513	76123814	-	COMMD6	ENST00000460675.5
chr13	78315240	78315541	+	SLAIN1	ENST00000462234.5
chr13	49066658	49066959	-	RCBTB2	ENST00000462703.1
chr13	100166218	100166519	+	TM9SF2	ENST00000463709.1
chr13	22203103	22203404	-	RPS7P10	ENST00000464254.1
chr13	46594571	46594872	-	ZC3H13	ENST00000464597.2
chr13	24153247	24153548	+	TNFRSF19	ENST00000464735.1
chr13	21476835	21477136	-	XPO4	ENST00000465018.1
chr13	49018752	49019053	-	LPAR6	ENST00000465365.6
chr13	96296869	96297170	-	DZIP1	ENST00000466027.1
chr13	111837034	111837335	+	ARHGEF7	ENST00000467053.5
chr13	99852890	99853191	+	UBAC2	ENST00000468067.5
chr13	53029313	53029614	+	CKAP2	ENST00000468284.1
chr13	26796347	26796648	-	RNF6	ENST00000468480.5
chr13	98670589	98670890	+	IPO5	ENST00000468620.1
chr13	22178253	22178554	-	MICU2	ENST00000469058.1
chr13	24463486	24463787	-	MIPEP	ENST00000469167.1
chr13	111267687	111267988	+	NAXD	ENST00000470164.2
chr13	20357006	20357307	-	PSPC1	ENST00000471658.5
chr13	28024127	28024428	-	MTIF3	ENST00000471771.5
chr13	101240934	101241235	-	GGACT	ENST00000471912.1
chr13	103498148	103498449	+	ERCC5	ENST00000472151.1
chr13	99959955	99960256	+	UBAC2	ENST00000473194.5
chr13	113841662	113841963	-	PCID2	ENST00000473462.5
chr13	50265523	50265824	-	EBPL	ENST00000473576.6
chr13	43597088	43597389	+	DNAJC15	ENST00000474320.1
chr13	38143876	38144177	-	POSTN	ENST00000474646.1
chr13	114238785	114239086	+	TFDP1	ENST00000475254.5
chr13	113862892	113863193	-	PCID2	ENST00000475433.5
chr13	113718753	113719054	+	MCF2L	ENST00000475524.1
chr13	114566937	114567238	-	GAS6	ENST00000476291.1
chr13	36919720	36920021	-	SPART	ENST00000476377.1
chr13	50656056	50656357	+	DLEU1	ENST00000476738.5
chr13	73628863	73629164	+	KLF5	ENST00000477333.5
chr13	50570904	50571205	+	TRIM13	ENST00000478111.5
chr13	101288811	101289112	-	TMTC4	ENST00000478272.1
chr13	111893316	111893617	+	ARHGEF7	ENST00000478679.5
chr13	31506589	31506890	+	TEX26	ENST00000479195.1
chr13	108922324	108922625	+	TNFSF13B	ENST00000479435.1
chr13	96239877	96240178	-	DZIP1	ENST00000479518.1
chr13	25875512	25875813	+	NUP58	ENST00000480187.5
chr13	99966711	99967012	+	UBAC2	ENST00000480738.1
chr13	110959363	110959664	+	COL4A2	ENST00000480771.5
chr13	49107265	49107566	-	RCBTB2	ENST00000481144.5
chr13	99228407	99228708	-	STK24	ENST00000481288.1
chr13	103309081	103309382	+	TPP2	ENST00000482393.1
chr13	98605661	98605962	+	IPO5	ENST00000482642.1
chr13	52553076	52553377	-	ATP7B	ENST00000482841.6
chr13	111766655	111766956	+	ARHGEF7	ENST00000483540.1
chr13	28813443	28813744	+	PAN3	ENST00000483842.1
chr13	37494851	37495152	-	SMAD9	ENST00000483941.1
chr13	60970822	60971123	+	TDRD3	ENST00000484389.6
chr13	49050332	49050633	+	RB1	ENST00000484879.1
chr13	58205693	58205994	+	PCDH17	ENST00000484979.5
chr13	113655848	113656149	+	MCF2L	ENST00000486210.1
chr13	73458331	73458632	+	PIBF1	ENST00000486330.1
chr13	113678727	113679028	+	MCF2L	ENST00000486806.1
chr13	33590320	33590621	+	KL	ENST00000487852.1
chr13	80055337	80055638	+	NDFIP2	ENST00000487865.5
chr13	24846576	24846877	+	SPATA13	ENST00000488060.1
chr13	37575360	37575661	+	EXOSC8	ENST00000488108.5
chr13	114461962	114462263	+	TMEM255B	ENST00000488362.5
chr13	113863663	113863964	+	CUL4A	ENST00000488558.2
chr13	50903519	50903820	+	DLEU1	ENST00000489542.6
chr13	28195756	28196057	+	POLR1D	ENST00000489647.4
chr13	73543490	73543791	+	PIBF1	ENST00000489922.5
chr13	45915239	45915540	-	TPT1	ENST00000490277.1
chr13	73355941	73356242	-	DIS3	ENST00000490646.1
chr13	98628635	98628936	+	IPO5	ENST00000490680.5
chr13	53029856	53030157	+	CKAP2	ENST00000490903.5
chr13	50202408	50202709	+	ARL11	ENST00000490932.1
chr13	111805743	111806044	+	ARHGEF7	ENST00000491775.5
chr13	49549797	49550098	+	FNDC3A	ENST00000492622.6
chr13	41837623	41837924	-	MTRF1	ENST00000492827.1
chr13	45151232	45151533	-	TSC22D1	ENST00000493016.1
chr13	75890637	75890938	-	TBC1D4	ENST00000493487.1
chr13	38923735	38924036	+	UFM1	ENST00000494372.1
chr13	46727327	46727628	-	LCP1	ENST00000494531.1
chr13	36920369	36920670	-	SPART	ENST00000495510.1
chr13	113527495	113527796	+	ATP11A	ENST00000495930.1
chr13	45009369	45009670	-	TSC22D1	ENST00000496314.1
chr13	27215832	27216133	+	WASF3	ENST00000496788.1
chr13	102068762	102069063	-	NALCN	ENST00000497170.5
chr13	48575351	48575652	-	SUCLA2	ENST00000497202.6
chr13	37633715	37634016	-	SUPT20H	ENST00000497318.1
chr13	76362723	76363024	+	LMO7	ENST00000497947.6
chr13	33859793	33860094	-	STARD13	ENST00000498019.2
chr13	60587261	60587562	-	DIAPH3	ENST00000498416.2
chr13	33160429	33160730	+	PDS5B	ENST00000498550.5
chr13	96329128	96329429	-	DNAJC3-AS1	ENST00000499499.2
chr13	28712392	28712693	+	PAN3	ENST00000503791.5
chr13	51417781	51418082	-	DLEU7	ENST00000504404.1
chr13	36871835	36872136	-	CCDC169	ENST00000506800.5
chr13	53191442	53191743	+	MRPS31P4	ENST00000509685.2
chr13	36871928	36872229	-	CCDC169-SOHLH2	ENST00000511166.1
chr13	25746374	25746675	-	AMER2	ENST00000515384.1
chr13	92711846	92712147	+	RNU4ATAC3P	ENST00000516699.1
chr13	45910531	45910832	-	SNORA31	ENST00000517242.1
chr13	45915476	45915777	+	TPT1-AS1	ENST00000520924.5
chr13	52586283	52586584	+	ALG11	ENST00000523764.1
chr13	48877636	48877937	+	RB1	ENST00000525036.1
chr13	76378059	76378360	+	LMO7	ENST00000526371.1
chr13	45914486	45914787	-	TPT1	ENST00000529421.5
chr13	76209695	76209996	+	LMO7	ENST00000533305.5
chr13	32889430	32889731	-	ZAR1L	ENST00000533490.6
chr13	76413601	76413902	+	LMO7	ENST00000533809.2
chr13	113623284	113623585	+	MCF2L	ENST00000535094.6
chr13	26827990	26828291	+	CDK8	ENST00000536792.5
chr13	111358429	111358730	-	CARS2	ENST00000537394.5
chr13	36050635	36050936	+	NBEA	ENST00000537702.5
chr13	111522547	111522848	-	LINC00346	ENST00000538077.2
chr13	111364782	111365083	-	CARS2	ENST00000540629.5
chr13	113759851	113760152	+	F7	ENST00000541084.5
chr13	111318033	111318334	-	CARS2	ENST00000541362.5
chr13	49550494	49550795	+	FNDC3A	ENST00000541916.5
chr13	114801618	114801919	-	RASA3	ENST00000542651.2
chr13	47471160	47471461	-	HTR2A	ENST00000542664.3
chr13	110959427	110959728	-	COL4A1	ENST00000543140.5
chr13	111927747	111928048	+	ARHGEF7	ENST00000544132.2
chr13	111365818	111366119	-	CARS2	ENST00000544488.5
chr13	25496897	25497198	-	CENPJ	ENST00000545981.5
chr13	28541411	28541712	-	CDX2	ENST00000548877.1
chr13	52733619	52733920	-	NEK3	ENST00000550841.1
chr13	76123658	76123959	+	AL137782.1	ENST00000563635.5
chr13	28527412	28527713	+	LINC00543	ENST00000567234.1
chr13	81801067	81801368	-	LINC00564	ENST00000567258.1
chr13	76210079	76210380	-	LMO7-AS1	ENST00000568735.1
chr13	77460484	77460785	-	AC000403.1	ENST00000579275.1
chr13	21277591	21277892	+	AL161772.1	ENST00000581760.1
chr13	52026252	52026553	+	INTS6-AS1	ENST00000593672.5
chr13	51484679	51484980	-	RNASEH2B-AS1	ENST00000593750.5
chr13	98794565	98794866	+	FARP1	ENST00000595437.5
chr13	98980231	98980532	+	FARP1	ENST00000595817.5
chr13	75126729	75127030	+	LINC00347	ENST00000596240.5
chr13	52027226	52027527	+	INTS6-AS1	ENST00000598905.1
chr13	106358997	106359298	+	LINC00343	ENST00000599264.1
chr13	25591291	25591592	+	LSP1P1	ENST00000599825.2
chr13	96329142	96329443	+	DNAJC3	ENST00000602402.5
chr13	103532198	103532499	+	METTL21EP	ENST00000605100.1
chr13	40798948	40799249	-	RPL17P51	ENST00000605218.1
chr13	21790443	21790744	+	AL158032.1	ENST00000605401.1
chr13	34921929	34922230	+	LINC02343	ENST00000605909.1
chr13	78628729	78629030	+	RNF219-AS1	ENST00000605996.5
chr13	88463436	88463737	-	AL445647.1	ENST00000606221.1
chr13	46626732	46627033	+	CPB2-AS1	ENST00000606243.5
chr13	103046729	103047030	+	FGF14-AS2	ENST00000606448.1
chr13	103046818	103047119	-	FGF14-IT1	ENST00000607251.5
chr13	79170013	79170314	+	AL445209.1	ENST00000607269.1
chr13	44980069	44980370	-	TUSC8	ENST00000607312.1
chr13	54706935	54707236	-	LINC00458	ENST00000607494.5
chr13	48827760	48828061	+	ITM2B	ENST00000607866.1
chr13	114566890	114567191	+	GAS6-AS2	ENST00000608651.1
chr13	44596319	44596620	+	LINC00284	ENST00000609808.2
chr13	45913923	45914224	+	AL138963.3	ENST00000610057.1
chr13	49987836	49988137	-	CAB39L	ENST00000610540.4
chr13	45048386	45048687	-	TSC22D1	ENST00000611198.4
chr13	45563413	45563714	+	GPALPP1	ENST00000611650.1
chr13	113344078	113344379	-	AL139384.1	ENST00000612143.1
chr13	114107788	114108089	-	ADPRHL1	ENST00000612156.2
chr13	38108826	38109127	+	LINC00547	ENST00000612438.1
chr13	52158340	52158641	+	WDFY2	ENST00000612477.1
chr13	100741051	100741352	-	AL355338.1	ENST00000612598.1
chr13	29394234	29394535	+	MTUS2	ENST00000612955.4
chr13	72441279	72441580	-	DACH1	ENST00000613252.4
chr13	103555438	103555739	+	AL137246.2	ENST00000613439.1
chr13	50510392	50510693	-	SPRYD7	ENST00000613924.1
chr13	53029415	53029716	-	AL359513.1	ENST00000614364.1
chr13	108867820	108868121	-	LIG4	ENST00000614526.1
chr13	53173959	53174260	+	AL137058.2	ENST00000614537.4
chr13	31191823	31192124	+	USPL1	ENST00000614860.1
chr13	51796219	51796520	+	FAM124A	ENST00000615498.4
chr13	29069165	29069466	-	FLT1	ENST00000615840.4
chr13	44769891	44770192	+	AL589745.2	ENST00000616366.1
chr13	110709582	110709883	-	AL355974.2	ENST00000617298.1
chr13	46038782	46039083	+	COG3	ENST00000617325.1
chr13	73356027	73356328	+	PIBF1	ENST00000617689.4
chr13	31287364	31287665	+	ALOX5AP	ENST00000617770.4
chr13	28882520	28882821	-	FLT1	ENST00000617835.4
chr13	19755884	19756185	-	TUBA3C	ENST00000618094.1
chr13	39626958	39627259	+	AL354809.1	ENST00000618106.4
chr13	50699701	50700002	+	AL137060.1	ENST00000618151.1
chr13	44684336	44684637	+	SMIM2-AS1	ENST00000618753.4
chr13	52377723	52378024	+	AL162377.1	ENST00000618844.1
chr13	41706824	41707125	+	AL354696.2	ENST00000619407.4
chr13	114202367	114202668	+	TMCO3	ENST00000620021.4
chr13	53226363	53226664	-	AL139089.1	ENST00000620372.1
chr13	27825374	27825675	-	LINC02340	ENST00000620494.1
chr13	20437747	20438048	+	AL355001.2	ENST00000620617.1
chr13	50699626	50699927	-	DLEU2	ENST00000621282.4
chr13	21714402	21714703	+	SAP18	ENST00000621421.4
chr13	49227614	49227915	+	CYSLTR2	ENST00000622559.4
chr13	102104762	102105063	+	ITGBL1	ENST00000622834.4
chr13	37006409	37006710	+	CCNA1	ENST00000625767.1
chr13	39612162	39612463	-	PROSER1	ENST00000625998.2
chr13	78492883	78493184	-	EDNRB	ENST00000626030.1
chr13	28194628	28194929	+	POLR1D	ENST00000626929.1
chr13	80584961	80585262	+	AL158064.1	ENST00000627044.1
chr13	98795101	98795402	+	FARP1	ENST00000627049.2
chr13	52419260	52419561	-	LINC00282	ENST00000627246.2
chr13	42711927	42712228	+	DGKH	ENST00000628433.2
chr13	37005406	37005707	+	CCNA1	ENST00000630422.2
chr13	22614863	22615164	+	LINC00540	ENST00000631321.1
chr13	41495806	41496107	-	SUGT1P3	ENST00000632487.1
chr13	41495800	41496101	-	TPTE2P5	ENST00000633547.1
chr13	52585494	52585795	-	ATP7B	ENST00000634308.1
chr13	33002216	33002517	-	N4BP2L1	ENST00000635178.1
chr13	52586210	52586511	-	ATP7B	ENST00000635406.1
chr13	41556984	41557285	-	ELF1	ENST00000635415.1
chr13	114944555	114944856	+	AL160396.2	ENST00000635901.1
chr13	51774337	51774638	-	C13orf42	ENST00000636098.1
chr13	77565928	77566229	+	CLN5	ENST00000636780.1
chr13	40924399	40924700	-	LINC00598	ENST00000637438.1
chr13	51483676	51483977	+	RNASEH2B	ENST00000637648.1
chr13	108987451	108987752	+	AL138694.1	ENST00000637731.1
chr13	40951347	40951648	-	LINC00598	ENST00000638084.1
chr13	103451209	103451510	+	BIVM-ERCC5	ENST00000639435.1
chr13	113808265	113808566	-	AL137002.2	ENST00000639766.1
chr13	32828034	32828335	+	FRY	ENST00000641614.1
chr13	32605186	32605487	+	FRY	ENST00000642040.1
chr14	50999276	50999577	-	MAP4K5	ENST00000013125.8
chr14	93260325	93260626	+	GOLGA5	ENST00000163416.6
chr14	94492424	94492725	+	OTUB2	ENST00000203664.9
chr14	23588774	23589075	-	CEBPE	ENST00000206513.5
chr14	96968459	96968760	+	PAPOLA	ENST00000216277.12
chr14	62228824	62229125	+	SNAPC1	ENST00000216294.4
chr14	25078813	25079114	-	GZMH	ENST00000216338.8
chr14	31343498	31343799	+	COCH	ENST00000216361.8
chr14	50698225	50698526	-	SOS2	ENST00000216373.9
chr14	53258268	53258569	-	GNPNAT1	ENST00000216410.7
chr14	58711298	58711599	+	PSMA3	ENST00000216455.8
chr14	68141276	68141577	-	VTI1B	ENST00000216456.6
chr14	77843401	77843702	-	TMED8	ENST00000216468.7
chr14	77843225	77843526	+	SAMD15	ENST00000216471.4
chr14	77924122	77924423	+	AHSA1	ENST00000216479.7
chr14	78083065	78083366	-	SPTLC2	ENST00000216484.6
chr14	92979867	92980168	+	RIN3	ENST00000216487.11
chr14	70263955	70264256	-	SLC10A1	ENST00000216540.4
chr14	97263390	97263691	+	VRK1	ENST00000216639.7
chr14	36295273	36295574	+	BRMS1L	ENST00000216807.11
chr14	62037007	62037308	+	FLJ22447	ENST00000229465.10
chr14	95236516	95236817	-	GSC	ENST00000238558.4
chr14	75422229	75422530	-	PGF	ENST00000238607.10
chr14	74959943	74960244	-	NPC2	ENST00000238633.6
chr14	77494991	77495292	-	IRF2BPL	ENST00000238647.4
chr14	76044709	76045010	+	FLVCR2	ENST00000238667.8
chr14	78174171	78174472	+	SLIRP	ENST00000238688.9
chr14	55878525	55878826	-	ATG14	ENST00000247178.5
chr14	61116129	61116430	-	SIX1	ENST00000247182.6
chr14	64194706	64195007	-	SGPP1	ENST00000247225.6
chr14	24977420	24977721	-	CMA1	ENST00000250378.7
chr14	24105293	24105594	+	DHRS2	ENST00000250383.10
chr14	20811523	20811824	+	PARP2	ENST00000250416.9
chr14	34420236	34420537	-	EGLN3	ENST00000250457.7
chr14	76127481	76127782	-	ERG28	ENST00000256319.6
chr14	93799314	93799615	+	UNC79	ENST00000256339.8
chr14	74814865	74815166	+	VRTN	ENST00000256362.4
chr14	70883711	70884012	-	SYNJ2BP	ENST00000256366.5
chr14	71108253	71108554	+	TTC9	ENST00000256367.2
chr14	71001681	71001982	-	ADAM20	ENST00000256389.3
chr14	37051761	37052062	-	NKX2-8	ENST00000258829.5
chr14	59950910	59951211	+	JKAMP	ENST00000261247.13
chr14	52455942	52456243	+	C14orf166	ENST00000261700.7
chr14	74705924	74706225	+	VSX2	ENST00000261980.2
chr14	94759557	94759858	-	SERPINA10	ENST00000261994.8
chr14	100705071	100705372	+	YY1	ENST00000262238.8
chr14	103058747	103059048	+	RCOR1	ENST00000262241.6
chr14	23451800	23452101	-	AJUBA	ENST00000262713.6
chr14	75469363	75469664	+	EIF2B2	ENST00000266126.9
chr14	38676953	38677254	+	SSTR1	ENST00000267377.2
chr14	23352123	23352424	+	REM2	ENST00000267396.8
chr14	24768817	24769118	+	NOP9	ENST00000267425.7
chr14	56584842	56585143	+	PELI2	ENST00000267460.8
chr14	88471217	88471518	+	GPR65	ENST00000267549.4
chr14	32798228	32798529	+	AKAP6	ENST00000280979.8
chr14	35515358	35515659	+	FAM177A1	ENST00000280987.8
chr14	79745505	79745806	+	NRXN3	ENST00000281127.11
chr14	60043442	60043743	-	CCDC175	ENST00000281581.5
chr14	93651045	93651346	+	TMEM251	ENST00000283534.4
chr14	74417066	74417367	-	FAM161B	ENST00000286544.3
chr14	75988517	75988818	+	BATF	ENST00000286639.6
chr14	102976077	102976378	-	ANKRD9	ENST00000286918.8
chr14	42076522	42076823	+	LRFN5	ENST00000298119.8
chr14	47120973	47121274	-	RPL10L	ENST00000298283.4
chr14	50087352	50087653	-	RPL36AL	ENST00000298289.6
chr14	50101897	50102198	-	DNAAF2	ENST00000298292.12
chr14	50234075	50234376	+	KLHDC2	ENST00000298307.9
chr14	50359559	50359860	+	ARF6	ENST00000298316.6
chr14	77647919	77648220	+	TMEM63C	ENST00000298351.4
chr14	51562728	51563029	-	TRIM9	ENST00000298355.7
chr14	21491435	21491736	-	NDRG2	ENST00000298684.9
chr14	65016369	65016670	+	PPP1R36	ENST00000298705.5
chr14	92588030	92588331	+	CPSF2	ENST00000298875.8
chr14	103388742	103389043	+	AMN	ENST00000299155.9
chr14	75745226	75745527	+	FOS	ENST00000303562.8
chr14	73957418	73957719	+	RIOX1	ENST00000304061.7
chr14	21423360	21423661	+	RNASE2	ENST00000304625.2
chr14	21359307	21359608	+	RNASE3	ENST00000304639.3
chr14	21248959	21249260	+	RNASE6	ENST00000304677.2
chr14	50087262	50087563	+	MGAT2	ENST00000305386.3
chr14	52734180	52734481	+	PTGDR	ENST00000306051.2
chr14	36278459	36278760	-	RALGAPA1	ENST00000307138.10
chr14	24804226	24804527	-	ADCY4	ENST00000310677.8
chr14	74003567	74003868	+	ACOT1	ENST00000311148.8
chr14	29234343	29234644	+	FOXG1	ENST00000313071.6
chr14	76451845	76452146	+	IFT43	ENST00000314067.10
chr14	90420982	90421283	-	EFCAB11	ENST00000316738.11
chr14	74181024	74181325	-	PNMA1	ENST00000316836.4
chr14	23652798	23653099	-	SLC7A8	ENST00000316902.11
chr14	60558378	60558679	+	PCNX4	ENST00000317623.8
chr14	23563723	23564024	+	C14orf119	ENST00000319074.5
chr14	88789542	88789843	-	KCNK10	ENST00000319231.9
chr14	77608083	77608384	-	ZDHHC22	ENST00000319374.4
chr14	53019615	53019916	+	GPR137C	ENST00000321662.10
chr14	63512122	63512423	-	KCNH5	ENST00000322893.11
chr14	74353257	74353558	+	ZNF410	ENST00000324593.10
chr14	45366247	45366548	+	C14orf28	ENST00000325192.7
chr14	21236335	21236636	+	EDDM3B	ENST00000326783.3
chr14	21213800	21214101	+	EDDM3A	ENST00000326842.2
chr14	37666904	37667205	+	MIPOL1	ENST00000327441.11
chr14	60975418	60975719	+	SIX6	ENST00000327720.5
chr14	91282710	91283011	-	TTC7B	ENST00000328459.10
chr14	67999767	68000068	+	PLEKHH1	ENST00000329153.9
chr14	105531716	105532017	-	GPR132	ENST00000329797.7
chr14	39639475	39639776	-	TRAPPC6B	ENST00000330149.9
chr14	105155692	105155993	+	INF2	ENST00000330634.11
chr14	100111196	100111497	+	HHIPL1	ENST00000330710.9
chr14	85996237	85996538	+	FLRT2	ENST00000330753.5
chr14	105190272	105190573	+	ADSSL1	ENST00000330877.6
chr14	105635110	105635411	-	JAG2	ENST00000331782.7
chr14	105045850	105046151	+	C14orf180	ENST00000331952.6
chr14	61788184	61788485	+	PRKCH	ENST00000332981.9
chr14	105444643	105444944	-	AHNAK2	ENST00000333244.5
chr14	58618850	58619151	-	C14orf37	ENST00000334342.5
chr14	62585091	62585392	+	LINC00643	ENST00000334389.5
chr14	91749916	91750217	-	CCDC88C	ENST00000334448.5
chr14	23504043	23504344	-	PSMB5	ENST00000334454.10
chr14	74416745	74417046	+	COQ6	ENST00000334571.6
chr14	102605972	102606273	-	HSP90AA1	ENST00000334701.11
chr14	94919076	94919377	-	SERPINA11	ENST00000334708.3
chr14	93799316	93799617	-	BTBD7	ENST00000334746.9
chr14	56046741	56047042	-	KTN1-AS1	ENST00000335142.5
chr14	102605930	102606231	+	WDR20	ENST00000335263.9
chr14	24780550	24780851	-	CIDEB	ENST00000336557.9
chr14	104028584	104028885	-	BAG5	ENST00000337322.4
chr14	75179749	75180050	-	AC007956.1	ENST00000338772.5
chr14	23845994	23846295	+	CMTM5	ENST00000339180.8
chr14	57277136	57277437	-	OTX2	ENST00000339475.9
chr14	23624467	23624768	-	SLC7A8	ENST00000339733.9
chr14	44976431	44976732	-	FSCB	ENST00000340446.4
chr14	96152503	96152804	+	TCL1B	ENST00000340722.7
chr14	73703954	73704255	+	PAPLN	ENST00000340738.9
chr14	92302733	92303034	-	TC2N	ENST00000340892.9
chr14	64761027	64761328	-	ESR2	ENST00000341099.5
chr14	35182983	35183284	-	CFL2	ENST00000341223.7
chr14	101192913	101193214	+	DLK1	ENST00000341267.8
chr14	69619792	69620093	-	DCAF5	ENST00000341516.9
chr14	93813286	93813587	+	COX8C	ENST00000342144.2
chr14	38725523	38725824	-	CLEC14A	ENST00000342213.2
chr14	24520958	24521259	+	CARMIL3	ENST00000342740.5
chr14	70078062	70078363	+	SUSD6	ENST00000342745.4
chr14	65230507	65230808	-	SPTB	ENST00000342835.8
chr14	53417659	53417960	-	FERMT2	ENST00000343279.8
chr14	95623708	95624009	-	DICER1	ENST00000343455.7
chr14	77923853	77924154	-	VIPAS39	ENST00000343765.6
chr14	64319450	64319751	+	SYNE2	ENST00000344113.8
chr14	27066595	27066896	-	NOVA1	ENST00000344429.9
chr14	90085423	90085724	-	FOXN3	ENST00000345097.8
chr14	99737771	99738072	-	BCL11B	ENST00000345514.2
chr14	33408198	33408499	+	NPAS3	ENST00000346562.6
chr14	58764971	58765272	+	ARID4A	ENST00000348476.7
chr14	104095263	104095564	+	KLC1	ENST00000348520.10
chr14	36989382	36989683	-	NKX2-1	ENST00000354822.6
chr14	101036080	101036381	-	BEGAIN	ENST00000355173.6
chr14	45553051	45553352	+	PRPF39	ENST00000355765.10
chr14	31926580	31926881	-	DTD2	ENST00000356180.4
chr14	51955604	51955905	+	FRMD6	ENST00000356218.8
